Key,File,Type,english
plantedCorn1_R,blocks,Farming,Renewable Corn (Seed)
plantedCorn2_R,blocks,Farming,Renewable Corn (Growing)
plantedCorn3_R,blocks,Farming,Renewable Corn
plantedCorn1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedCorn1_RT,blocks,Farming,"Renewable, Thorny Corn (Seed)"
plantedCorn2_RT,blocks,Farming,"Renewable, Thorny Corn (Growing)"
plantedCorn3_RT,blocks,Farming,"Renewable, Thorny Corn"
plantedCorn1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_RS,blocks,Farming,"Renewable, Sweet Corn (Seed)"
plantedCorn2_RS,blocks,Farming,"Renewable, Sweet Corn (Growing)"
plantedCorn3_RS,blocks,Farming,"Renewable, Sweet Corn"
plantedCorn1_RSDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nSweet: produces a sweet aroma upon reaching maturity, providing the possibility of attracting an animal.\n- Chickens are especially attracted to this type of plant.\n\nA Hot Box is required to craft this."
plantedCorn1_T,blocks,Farming,Thorny Corn (Seed)
plantedCorn2_T,blocks,Farming,Thorny Corn (Growing)
plantedCorn3_T,blocks,Farming,Thorny Corn
plantedCorn1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_TT,blocks,Farming,Extra Thorny Corn (Seed)
plantedCorn2_TT,blocks,Farming,Extra Thorny Corn (Growing)
plantedCorn3_TT,blocks,Farming,Extra Thorny Corn
plantedCorn1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_TS,blocks,Farming,"Thorny, Sweet Corn (Seed)"
plantedCorn2_TS,blocks,Farming,"Thorny, Sweet Corn (Growing)"
plantedCorn3_TS,blocks,Farming,"Thorny, Sweet Corn"
plantedCorn1_TSDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nSweet: produces a sweet aroma upon reaching maturity, providing the possibility of attracting an animal.\n- Chickens are especially attracted to this type of plant.\n\nA Hot Box is required to craft this."
plantedCorn1_S,blocks,Farming,Sweet Corn (Seed)
plantedCorn2_S,blocks,Farming,Sweet Corn (Growing)
plantedCorn3_S,blocks,Farming,Sweet Corn
plantedCorn1_SDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nSweet: produces a sweet aroma upon reaching maturity, providing the possibility of attracting an animal.\n- Chickens are especially attracted to this type of plant.\n\nA Hot Box is required to craft this."
plantedCorn1_SS,blocks,Farming,Super Sweet Corn (Seed)
plantedCorn2_SS,blocks,Farming,Super Sweet Corn (Growing)
plantedCorn3_SS,blocks,Farming,Super Sweet Corn
plantedCorn1_SSDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll GMO Seeds twice the crop yield.\n\nSuper Sweet: produces a super sweet aroma upon reaching maturity, providing the high likelihood of attracting an animal.\n- Chickens are especially attracted to this type of plant.\n\nA Hot Box is required to craft this."
