Key,File,Type,english
plantedChrysanthemum3_FE,blocks,Farming,"Chrysanthemum (Fast Growth, Explosive)"
plantedChrysanthemum1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_FRschematic,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Renewable) Recipe"
plantedChrysanthemum1_FR,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Renewable)"
plantedChrysanthemum2_FR,blocks,Farming,"Chrysanthemum (Growing, Fast Growth, Renewable)"
plantedChrysanthemum3_FR,blocks,Farming,"Chrysanthemum (Fast Growth, Renewable)"
plantedChrysanthemum1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_FTschematic,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Thorny) Recipe"
plantedChrysanthemum1_FT,blocks,Farming,"Chrysanthemum (Seed, Fast Growth, Thorny)"
plantedChrysanthemum2_FT,blocks,Farming,"Chrysanthemum (Growing, Fast Growth, Thorny)"
plantedChrysanthemum3_FT,blocks,Farming,"Chrysanthemum (Fast Growth, Thorny)"
plantedChrysanthemum1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_Eschematic,blocks,Farming,"Chrysanthemum (Seed, Explosive) Recipe"
plantedChrysanthemum1_E,blocks,Farming,"Chrysanthemum (Seed, Explosive)"
plantedChrysanthemum2_E,blocks,Farming,"Chrysanthemum (Growing, Explosive)"
plantedChrysanthemum3_E,blocks,Farming,"Chrysanthemum (Explosive)"
plantedChrysanthemum1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_EUschematic,blocks,Farming,"Chrysanthemum (Seed, Explosive, Underground) Recipe"
plantedChrysanthemum1_EU,blocks,Farming,"Chrysanthemum (Seed, Explosive, Underground)"
plantedChrysanthemum2_EU,blocks,Farming,"Chrysanthemum (Growing, Explosive, Underground)"
plantedChrysanthemum3_EU,blocks,Farming,"Chrysanthemum (Explosive, Underground)"
plantedChrysanthemum1_EUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_EFschematic,blocks,Farming,"Chrysanthemum (Seed, Explosive, Fast Growth) Recipe"
plantedChrysanthemum1_EF,blocks,Farming,"Chrysanthemum (Seed, Explosive, Fast Growth)"
plantedChrysanthemum2_EF,blocks,Farming,"Chrysanthemum (Growing, Explosive, Fast Growth)"
plantedChrysanthemum3_EF,blocks,Farming,"Chrysanthemum (Explosive, Fast Growth)"
plantedChrysanthemum1_EFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_EEschematic,blocks,Farming,"Chrysanthemum (Seed, Extremely Explosive) Recipe"
plantedChrysanthemum1_EE,blocks,Farming,"Chrysanthemum (Seed, Extremely Explosive)"
plantedChrysanthemum2_EE,blocks,Farming,"Chrysanthemum (Growing, Extremely Explosive)"
plantedChrysanthemum3_EE,blocks,Farming,"Chrysanthemum (Extremely Explosive)"
plantedChrysanthemum1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_ETschematic,blocks,Farming,"Chrysanthemum (Seed, Explosive, Thorny) Recipe"
plantedChrysanthemum1_ET,blocks,Farming,"Chrysanthemum (Seed, Explosive, Thorny)"
plantedChrysanthemum2_ET,blocks,Farming,"Chrysanthemum (Growing, Explosive, Thorny)"
plantedChrysanthemum3_ET,blocks,Farming,"Chrysanthemum (Explosive, Thorny)"
plantedChrysanthemum1_ETDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_Rschematic,blocks,Farming,"Chrysanthemum (Seed, Renewable) Recipe"
plantedChrysanthemum1_R,blocks,Farming,"Chrysanthemum (Seed, Renewable)"
plantedChrysanthemum2_R,blocks,Farming,"Chrysanthemum (Growing, Renewable)"
plantedChrysanthemum3_R,blocks,Farming,"Chrysanthemum (Renewable)"
plantedChrysanthemum1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_RBschematic,blocks,Farming,"Chrysanthemum (Seed, Renewable, Bonus) Recipe"
plantedChrysanthemum1_RB,blocks,Farming,"Chrysanthemum (Seed, Renewable, Bonus)"
plantedChrysanthemum2_RB,blocks,Farming,"Chrysanthemum (Growing, Renewable, Bonus)"
plantedChrysanthemum3_RB,blocks,Farming,"Chrysanthemum (Renewable, Bonus)"
plantedChrysanthemum1_RBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_RUschematic,blocks,Farming,"Chrysanthemum (Seed, Renewable, Underground) Recipe"
plantedChrysanthemum1_RU,blocks,Farming,"Chrysanthemum (Seed, Renewable, Underground)"
plantedChrysanthemum2_RU,blocks,Farming,"Chrysanthemum (Growing, Renewable, Underground)"
plantedChrysanthemum3_RU,blocks,Farming,"Chrysanthemum (Renewable, Underground)"
plantedChrysanthemum1_RUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_RFschematic,blocks,Farming,"Chrysanthemum (Seed, Renewable, Fast Growth) Recipe"
plantedChrysanthemum1_RF,blocks,Farming,"Chrysanthemum (Seed, Renewable, Fast Growth)"
plantedChrysanthemum2_RF,blocks,Farming,"Chrysanthemum (Growing, Renewable, Fast Growth)"
plantedChrysanthemum3_RF,blocks,Farming,"Chrysanthemum (Renewable, Fast Growth)"
plantedChrysanthemum1_RFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_RTschematic,blocks,Farming,"Chrysanthemum (Seed, Renewable, Thorny) Recipe"
plantedChrysanthemum1_RT,blocks,Farming,"Chrysanthemum (Seed, Renewable, Thorny)"
plantedChrysanthemum2_RT,blocks,Farming,"Chrysanthemum (Growing, Renewable, Thorny)"
plantedChrysanthemum3_RT,blocks,Farming,"Chrysanthemum (Renewable, Thorny)"
plantedChrysanthemum1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_Tschematic,blocks,Farming,"Chrysanthemum (Seed, Thorny) Recipe"
plantedChrysanthemum1_T,blocks,Farming,"Chrysanthemum (Seed, Thorny)"
plantedChrysanthemum2_T,blocks,Farming,"Chrysanthemum (Growing, Thorny)"
plantedChrysanthemum3_T,blocks,Farming,"Chrysanthemum (Thorny)"
plantedChrysanthemum1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_TBschematic,blocks,Farming,"Chrysanthemum (Seed, Thorny, Bonus) Recipe"
plantedChrysanthemum1_TB,blocks,Farming,"Chrysanthemum (Seed, Thorny, Bonus)"
plantedChrysanthemum2_TB,blocks,Farming,"Chrysanthemum (Growing, Thorny, Bonus)"
plantedChrysanthemum3_TB,blocks,Farming,"Chrysanthemum (Thorny, Bonus)"
plantedChrysanthemum1_TBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_TUschematic,blocks,Farming,"Chrysanthemum (Seed, Thorny, Underground) Recipe"
plantedChrysanthemum1_TU,blocks,Farming,"Chrysanthemum (Seed, Thorny, Underground)"
plantedChrysanthemum2_TU,blocks,Farming,"Chrysanthemum (Growing, Thorny, Underground)"
plantedChrysanthemum3_TU,blocks,Farming,"Chrysanthemum (Thorny, Underground)"
plantedChrysanthemum1_TUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_TFschematic,blocks,Farming,"Chrysanthemum (Seed, Thorny, Fast Growth) Recipe"
plantedChrysanthemum1_TF,blocks,Farming,"Chrysanthemum (Seed, Thorny, Fast Growth)"
plantedChrysanthemum2_TF,blocks,Farming,"Chrysanthemum (Growing, Thorny, Fast Growth)"
plantedChrysanthemum3_TF,blocks,Farming,"Chrysanthemum (Thorny, Fast Growth)"
plantedChrysanthemum1_TFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_TEschematic,blocks,Farming,"Chrysanthemum (Seed, Thorny, Explosive) Recipe"
plantedChrysanthemum1_TE,blocks,Farming,"Chrysanthemum (Seed, Thorny, Explosive)"
plantedChrysanthemum2_TE,blocks,Farming,"Chrysanthemum (Growing, Thorny, Explosive)"
plantedChrysanthemum3_TE,blocks,Farming,"Chrysanthemum (Thorny, Explosive)"
plantedChrysanthemum1_TEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_TRschematic,blocks,Farming,"Chrysanthemum (Seed, Thorny, Renewable) Recipe"
plantedChrysanthemum1_TR,blocks,Farming,"Chrysanthemum (Seed, Thorny, Renewable)"
plantedChrysanthemum2_TR,blocks,Farming,"Chrysanthemum (Growing, Thorny, Renewable)"
plantedChrysanthemum3_TR,blocks,Farming,"Chrysanthemum (Thorny, Renewable)"
plantedChrysanthemum1_TRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedChrysanthemum1_TTschematic,blocks,Farming,"Chrysanthemum (Seed, Extra Thorny) Recipe"
plantedChrysanthemum1_TT,blocks,Farming,"Chrysanthemum (Seed, Extra Thorny)"
plantedChrysanthemum2_TT,blocks,Farming,"Chrysanthemum (Growing, Extra Thorny)"
plantedChrysanthemum3_TT,blocks,Farming,"Chrysanthemum (Extra Thorny)"
plantedChrysanthemum1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedCoffee1_schematic,blocks,Farming,"Coffee (Seed, Enhanced) Recipe"
plantedCoffee1_,blocks,Farming,"Coffee (Seed, Enhanced)"
plantedCoffee2_,blocks,Farming,"Coffee (Growing, Enhanced)"
plantedCoffee3_,blocks,Farming,"Coffee (Enhanced)"
plantedCoffee1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedCoffee1_Bschematic,blocks,Farming,"Coffee (Seed, Bonus) Recipe"
plantedCoffee1_B,blocks,Farming,"Coffee (Seed, Bonus)"
plantedCoffee2_B,blocks,Farming,"Coffee (Growing, Bonus)"
plantedCoffee3_B,blocks,Farming,"Coffee (Bonus)"
plantedCoffee1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedCoffee1_BBschematic,blocks,Farming,"Coffee (Seed, Bountiful Bonus) Recipe"
plantedCoffee1_BB,blocks,Farming,"Coffee (Seed, Bountiful Bonus)"
plantedCoffee2_BB,blocks,Farming,"Coffee (Growing, Bountiful Bonus)"
plantedCoffee3_BB,blocks,Farming,"Coffee (Bountiful Bonus)"
plantedCoffee1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedCoffee1_BUschematic,blocks,Farming,"Coffee (Seed, Bonus, Underground) Recipe"
plantedCoffee1_BU,blocks,Farming,"Coffee (Seed, Bonus, Underground)"
plantedCoffee2_BU,blocks,Farming,"Coffee (Growing, Bonus, Underground)"
plantedCoffee3_BU,blocks,Farming,"Coffee (Bonus, Underground)"
plantedCoffee1_BUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedCoffee1_BFschematic,blocks,Farming,"Coffee (Seed, Bonus, Fast Growth) Recipe"
plantedCoffee1_BF,blocks,Farming,"Coffee (Seed, Bonus, Fast Growth)"
plantedCoffee2_BF,blocks,Farming,"Coffee (Growing, Bonus, Fast Growth)"
plantedCoffee3_BF,blocks,Farming,"Coffee (Bonus, Fast Growth)"
plantedCoffee1_BFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedCoffee1_BRschematic,blocks,Farming,"Coffee (Seed, Bonus, Renewable) Recipe"
plantedCoffee1_BR,blocks,Farming,"Coffee (Seed, Bonus, Renewable)"
plantedCoffee2_BR,blocks,Farming,"Coffee (Growing, Bonus, Renewable)"
plantedCoffee3_BR,blocks,Farming,"Coffee (Bonus, Renewable)"
plantedCoffee1_BRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedCoffee1_BTschematic,blocks,Farming,"Coffee (Seed, Bonus, Thorny) Recipe"
plantedCoffee1_BT,blocks,Farming,"Coffee (Seed, Bonus, Thorny)"
plantedCoffee2_BT,blocks,Farming,"Coffee (Growing, Bonus, Thorny)"
plantedCoffee3_BT,blocks,Farming,"Coffee (Bonus, Thorny)"
plantedCoffee1_BTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCoffee1_Uschematic,blocks,Farming,"Coffee (Seed, Underground) Recipe"
plantedCoffee1_U,blocks,Farming,"Coffee (Seed, Underground)"
plantedCoffee2_U,blocks,Farming,"Coffee (Growing, Underground)"
plantedCoffee3_U,blocks,Farming,"Coffee (Underground)"
plantedCoffee1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedCoffee1_UBschematic,blocks,Farming,"Coffee (Seed, Underground, Bonus) Recipe"
plantedCoffee1_UB,blocks,Farming,"Coffee (Seed, Underground, Bonus)"
plantedCoffee2_UB,blocks,Farming,"Coffee (Growing, Underground, Bonus)"
plantedCoffee3_UB,blocks,Farming,"Coffee (Underground, Bonus)"
plantedCoffee1_UBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedCoffee1_UFschematic,blocks,Farming,"Coffee (Seed, Underground, Fast Growth) Recipe"
plantedCoffee1_UF,blocks,Farming,"Coffee (Seed, Underground, Fast Growth)"
plantedCoffee2_UF,blocks,Farming,"Coffee (Growing, Underground, Fast Growth)"
plantedCoffee3_UF,blocks,Farming,"Coffee (Underground, Fast Growth)"
plantedCoffee1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedCoffee1_UEschematic,blocks,Farming,"Coffee (Seed, Underground, Explosive) Recipe"
plantedCoffee1_UE,blocks,Farming,"Coffee (Seed, Underground, Explosive)"
plantedCoffee2_UE,blocks,Farming,"Coffee (Growing, Underground, Explosive)"
plantedCoffee3_UE,blocks,Farming,"Coffee (Underground, Explosive)"
plantedCoffee1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedCoffee1_URschematic,blocks,Farming,"Coffee (Seed, Underground, Renewable) Recipe"
plantedCoffee1_UR,blocks,Farming,"Coffee (Seed, Underground, Renewable)"
plantedCoffee2_UR,blocks,Farming,"Coffee (Growing, Underground, Renewable)"
plantedCoffee3_UR,blocks,Farming,"Coffee (Underground, Renewable)"
plantedCoffee1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedCoffee1_UTschematic,blocks,Farming,"Coffee (Seed, Underground, Thorny) Recipe"
plantedCoffee1_UT,blocks,Farming,"Coffee (Seed, Underground, Thorny)"
plantedCoffee2_UT,blocks,Farming,"Coffee (Growing, Underground, Thorny)"
plantedCoffee3_UT,blocks,Farming,"Coffee (Underground, Thorny)"
plantedCoffee1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCoffee1_Fschematic,blocks,Farming,"Coffee (Seed, Fast Growth) Recipe"
plantedCoffee1_F,blocks,Farming,"Coffee (Seed, Fast Growth)"
plantedCoffee2_F,blocks,Farming,"Coffee (Growing, Fast Growth)"
plantedCoffee3_F,blocks,Farming,"Coffee (Fast Growth)"
plantedCoffee1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedCoffee1_FBschematic,blocks,Farming,"Coffee (Seed, Fast Growth, Bonus) Recipe"
plantedCoffee1_FB,blocks,Farming,"Coffee (Seed, Fast Growth, Bonus)"
plantedCoffee2_FB,blocks,Farming,"Coffee (Growing, Fast Growth, Bonus)"
plantedCoffee3_FB,blocks,Farming,"Coffee (Fast Growth, Bonus)"
plantedCoffee1_FBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedCoffee1_FUschematic,blocks,Farming,"Coffee (Seed, Fast Growth, Underground) Recipe"
plantedCoffee1_FU,blocks,Farming,"Coffee (Seed, Fast Growth, Underground)"
plantedCoffee2_FU,blocks,Farming,"Coffee (Growing, Fast Growth, Underground)"
plantedCoffee3_FU,blocks,Farming,"Coffee (Fast Growth, Underground)"
plantedCoffee1_FUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedCoffee1_FFschematic,blocks,Farming,"Coffee (Seed, Rapid Growth) Recipe"
plantedCoffee1_FF,blocks,Farming,"Coffee (Seed, Rapid Growth)"
plantedCoffee2_FF,blocks,Farming,"Coffee (Growing, Rapid Growth)"
plantedCoffee3_FF,blocks,Farming,"Coffee (Rapid Growth)"
plantedCoffee1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedCoffee1_FEschematic,blocks,Farming,"Coffee (Seed, Fast Growth, Explosive) Recipe"
plantedCoffee1_FE,blocks,Farming,"Coffee (Seed, Fast Growth, Explosive)"
plantedCoffee2_FE,blocks,Farming,"Coffee (Growing, Fast Growth, Explosive)"
